Store Number,Annual Revenue,Annual Operational Costs,Median Income,Format
2468,227200,103900,65500,Drive-thru
2469,212600,103900,57300,Drive-thru
2470,218200,103900,65100,Drive-thru
2471,247700,104000,85900,Drive-thru
2472,216700,103900,58200,Drive-thru
2473,207000,103900,57400,Drive-thru
2474,216700,103900,68800,Drive-thru
2475,212700,103900,58300,Drive-thru
2476,240500,104000,73400,Drive-thru
2477,215400,103900,57600,Drive-thru
2478,165200,103900,55300,Drive-thru
2479,246900,104000,63300,Drive-thru
2480,209200,103900,61100,Drive-thru
2481,229200,103900,75100,Drive-thru
2482,248600,103900,69800,Drive-thru
2483,238400,103900,85900,Drive-thru
2484,227100,103900,67900,Drive-thru
2485,285400,103900,83100,Drive-thru
2486,229600,103900,66700,Drive-thru
2487,206300,104000,65000,Drive-thru
2488,208900,103900,79500,Drive-thru
2489,179800,103900,60400,Drive-thru
2490,231700,103900,77800,Drive-thru
2491,264300,103900,76500,Drive-thru
2492,230400,103900,63200,Drive-thru
2493,215800,104000,72000,Drive-thru
2494,244200,103900,75600,Drive-thru
2495,239800,103900,76400,Drive-thru
2496,204000,103900,56200,Drive-thru
2497,275100,103900,75700,Drive-thru
2498,200600,103900,71700,Drive-thru
2499,138000,103900,53500,Drive-thru
2500,229200,103900,67900,Drive-thru
2501,208400,103900,59200,Drive-thru
2502,238800,103900,75400,Drive-thru
2503,210300,103900,79200,Drive-thru
2504,237900,103900,70500,Drive-thru
2505,258800,103900,89400,Drive-thru
2506,224600,103900,66300,Drive-thru
2507,268500,103900,88600,Drive-thru
2508,236000,103900,66000,Drive-thru
2509,204800,103900,80900,Drive-thru
2510,191700,103900,57400,Drive-thru
2511,182800,103900,55700,Drive-thru
2512,212400,103900,77200,Drive-thru
2513,150900,103900,57900,Drive-thru
2514,216200,103900,86600,Drive-thru
2515,221900,104000,75200,Drive-thru
2516,180600,103900,58000,Drive-thru
2517,230000,103900,73800,Drive-thru
2518,249000,103900,68400,Drive-thru
2519,203300,104000,56800,Drive-thru
2520,273700,104000,82700,Drive-thru
2521,248700,104000,79700,Drive-thru
2522,277600,103900,84100,Drive-thru
2523,270300,103900,88500,Drive-thru
2524,182500,103900,64000,Drive-thru
2525,284500,103900,84100,Drive-thru
2526,204000,104000,63700,Drive-thru
2527,227800,103900,73600,Drive-thru
2528,236800,103900,70000,Drive-thru
2529,250400,104000,62200,Drive-thru
2530,238500,103900,73600,Drive-thru
2531,256500,104000,75400,Drive-thru
2532,156700,103900,53900,Drive-thru
2533,252200,103900,69000,Drive-thru
2534,186200,103900,59700,Drive-thru
2535,255600,103900,65100,Drive-thru
2536,217000,103900,74600,Drive-thru
2537,247100,103900,72500,Drive-thru
2538,285000,103900,84600,Drive-thru
2539,239700,103900,74900,Drive-thru
2540,179800,103900,61800,Drive-thru
2541,212600,103900,71500,Drive-thru
2542,245500,103900,83000,Drive-thru
2543,262900,103900,64900,Drive-thru
2544,242300,103900,78200,Drive-thru
2545,216000,103900,71700,Drive-thru
2546,170700,103900,44400,Drive-thru
2547,214000,103900,61400,Drive-thru
2548,266900,103900,86400,Drive-thru
2549,250100,104000,78300,Drive-thru
2550,208400,103900,62700,Drive-thru
2551,193400,103900,51200,Drive-thru
2552,220300,103900,66700,Drive-thru
2553,185200,103900,53200,Drive-thru
2554,240700,103900,77000,Drive-thru
2555,194300,103900,59900,Drive-thru
2556,207700,103900,81000,Drive-thru
2557,250400,103900,72600,Drive-thru
2558,238700,103900,78500,Drive-thru
2559,226400,103900,73400,Drive-thru
2560,258700,103900,75100,Drive-thru
2561,201700,103900,73000,Drive-thru
2562,226600,103900,67400,Drive-thru
2563,160800,103900,67700,Cafe
2564,134200,103900,67800,Cafe
2565,163800,103900,71400,Cafe
2566,183700,104000,75500,Cafe
2567,105500,103900,66000,Cafe
2568,141600,104000,67700,Cafe
2569,205700,103900,72300,Cafe
2570,166100,104000,70600,Cafe
2571,151700,103900,69900,Cafe
2572,144100,103900,75500,Cafe
2573,105600,103900,65900,Cafe
2574,225100,103900,70900,Cafe
2575,163400,103900,71200,Cafe
2576,182300,103900,65800,Cafe
2577,179300,103900,73800,Cafe
2578,151500,103900,67600,Cafe
2579,189600,103900,70400,Cafe
2580,143200,103900,71100,Cafe
2581,125600,103900,68000,Cafe
2582,133400,103900,65900,Cafe
2583,146600,103900,69200,Cafe
2584,196000,103900,67900,Cafe
2585,235800,103900,75000,Cafe
2586,153700,103900,69300,Cafe
2587,163600,104000,75600,Cafe
2588,111400,103900,71800,Cafe
2589,174900,103900,73200,Cafe
2590,104200,103900,65000,Cafe
2591,138100,103900,71700,Cafe
2592,205100,103900,70200,Cafe
2593,208600,103900,75100,Cafe
2594,139800,103900,67700,Cafe
2595,142500,103900,70300,Cafe
2596,130500,103900,65500,Cafe
2597,194100,103900,71700,Cafe
2598,169400,103900,67600,Cafe
2599,182500,104000,73100,Cafe
2600,140700,103900,67700,Cafe
2601,129700,103900,69700,Cafe
2602,177500,103900,73000,Cafe
2603,153400,103900,67000,Cafe
2604,106800,103900,67300,Cafe
2605,196200,103900,71000,Cafe
2606,194600,103900,69400,Cafe
2607,219000,103900,68300,Cafe
2608,250100,103900,74700,Cafe
2609,165800,103900,68700,Cafe
2610,184400,103900,70800,Cafe
2611,185500,103900,74300,Cafe
2612,182500,103900,68500,Cafe
2613,144100,103900,71800,Cafe
2614,161400,103900,68200,Cafe
2615,146500,103900,72000,Cafe
2616,137000,103900,70100,Cafe
2617,127900,103900,68200,Cafe
2618,154700,103900,69600,Cafe
2619,214400,103900,75800,Cafe
2620,196300,103900,73300,Cafe
2621,166400,103900,68500,Cafe
2622,111800,103900,65300,Cafe
2623,155200,103900,73300,Cafe
2624,172600,103900,73800,Cafe
2625,178100,103900,71200,Cafe
2626,155400,103900,69500,Cafe
2627,169200,103900,68500,Cafe
2628,145400,103900,77900,Cafe
2629,160400,103900,72700,Cafe
2630,142100,103900,72100,Cafe
2631,160000,103900,69500,Cafe
2632,219500,103900,72300,Cafe
2633,198500,103900,69800,Cafe
2634,173600,103900,72200,Cafe
2635,143800,103900,69800,Cafe
2636,192400,103900,71600,Cafe
2637,138000,103900,75100,Cafe
2638,187200,103900,67900,Cafe
2639,152100,104000,65200,Cafe
2640,165300,103900,70400,Cafe
2641,120800,103900,67900,Cafe
2642,147600,103900,66800,Cafe
2643,191500,103900,68100,Cafe
2644,128400,103900,74700,Cafe
2645,143300,103900,70100,Cafe
2646,116600,103900,74700,Cafe
2647,176000,103900,71400,Cafe
2648,106100,103900,69900,Cafe
2649,212100,103900,71100,Cafe
2650,149200,103900,65600,Cafe
2651,89700,103900,71500,Cafe
2652,185100,103900,67200,Cafe
2653,147100,103900,69800,Cafe
2654,168700,103900,71600,Cafe
2655,183300,103900,74300,Cafe
2656,229200,103900,72000,Cafe
2657,199300,103900,76100,Cafe
2658,176100,103900,68300,Cafe
2659,218800,103900,70000,Cafe
2660,150000,103900,70100,Cafe
2661,108500,103900,64500,Cafe
2662,170400,103900,70000,Cafe
2663,166800,104000,68500,Cafe
2664,153800,103900,70700,Cafe
2665,201100,103900,70200,Cafe
2666,109000,103900,68100,Cafe
2667,151300,103900,72500,Cafe
2668,174000,103900,67500,Cafe
2669,187800,103900,69800,Cafe
2670,155900,103900,74500,Cafe
2671,173400,103900,66100,Cafe
2672,207600,103900,73600,Cafe
2673,193100,103900,72500,Cafe
2674,157500,103900,67000,Cafe
2675,196500,103900,69300,Cafe
2676,183200,103900,73900,Cafe
2677,223100,103900,75000,Cafe
2678,129500,103900,71300,Cafe
2679,179700,103900,69300,Cafe
2680,159100,103900,70300,Cafe
2681,220000,103900,72800,Cafe
2682,167300,103900,69400,Cafe
2683,169600,103900,75800,Cafe
2684,203200,103900,73800,Cafe
2685,227600,103900,73200,Cafe
2686,98700,104000,68000,Cafe
2687,187500,103900,73300,Cafe
2688,81200,103900,71200,Cafe
2689,161700,103900,67400,Cafe
2690,180400,103900,74500,Cafe
2691,117600,103900,70700,Cafe
2692,203100,103900,74600,Cafe
2693,207100,103900,68700,Cafe
2694,159600,104000,65000,Cafe
2695,126000,104000,61800,Cafe
2696,154900,103900,71500,Cafe
2697,164800,103900,65100,Cafe
2698,129600,104000,66600,Cafe
2699,160700,103900,68600,Cafe
2700,171600,103900,70600,Cafe
2701,178600,103900,71400,Cafe
2702,179200,103900,71100,Cafe
2703,181300,103900,70500,Cafe
2704,152700,103900,67900,Cafe
2705,108400,103900,67000,Cafe
2706,160900,103900,71400,Cafe
2707,157600,103900,68300,Cafe
2708,255100,103900,74000,Cafe
2709,181000,103900,73900,Cafe
2710,100400,103900,66700,Cafe
2711,148500,103900,71900,Cafe
2712,196100,104000,69100,Cafe
2713,182400,103900,65900,Cafe
2714,126700,103900,68100,Cafe
2715,98700,103900,67200,Cafe
2716,200600,103900,70300,Cafe
2717,190900,103900,72700,Cafe
2718,151000,103900,63200,Cafe
2719,186800,103900,68900,Cafe
2720,206200,103900,75700,Cafe
2721,91700,103900,69100,Cafe
2722,137600,103900,71700,Cafe
2723,152600,103900,71500,Cafe
2724,137300,103900,68700,Cafe
2725,183200,103900,67200,Cafe
2726,175600,103900,66500,Cafe
2727,205200,103900,68700,Cafe
2728,147300,103900,66300,Cafe
2729,161700,103900,71900,Cafe
2730,111900,103900,72300,Cafe
2731,134600,103900,68100,Cafe
2732,177800,103900,67900,Cafe
2733,224700,103900,67200,Cafe
2734,124300,103900,64900,Cafe
2735,110900,103900,68400,Cafe
2736,159400,103900,69800,Cafe
2737,144000,103900,67700,Cafe
2738,208000,103900,70400,Cafe
2739,143900,103900,70600,Cafe
2740,178400,103900,70400,Cafe
2741,204300,103900,70200,Cafe
2742,96900,103900,62900,Cafe
2743,193400,103900,69300,Cafe
2744,174700,103900,73900,Cafe
2745,181400,103900,71300,Cafe
2746,174000,103900,65400,Cafe
2747,131400,103900,70000,Cafe
2748,157300,103900,71800,Cafe
2749,137600,103900,65700,Cafe
2750,119900,103900,66900,Cafe
2751,161500,103900,68700,Cafe
2752,197000,103900,76000,Cafe
2753,158600,103900,64200,Cafe
2754,174100,103900,72300,Cafe
2755,171500,103900,68900,Cafe
2756,137800,104000,64800,Cafe
2757,194200,103900,72500,Cafe
2758,208000,103900,73900,Cafe
2759,143300,103900,62000,Cafe
2760,165700,103900,61200,Cafe
2761,151500,103900,66600,Cafe
2762,157500,104000,67600,Cafe
2763,196000,103900,72400,Cafe
2764,179900,103900,70400,Cafe
2765,162800,103900,70500,Cafe
2766,174100,104000,71700,Cafe
2767,92000,103900,68200,Cafe
2768,204400,104000,71500,Cafe
2769,200400,103900,65800,Cafe
2770,167200,103900,69800,Cafe
2771,171300,103900,75100,Cafe
2772,134900,104000,67500,Cafe
2773,209000,103900,74400,Cafe
2774,140600,103900,68300,Cafe
2775,225300,104000,76500,Cafe
2776,165700,103900,69800,Cafe
2777,94400,103900,68800,Cafe
2778,160600,103900,69200,Cafe
2779,173500,104000,74300,Cafe
2780,101400,103900,66500,Cafe
2781,127400,103900,69500,Cafe
2782,177500,103900,68700,Cafe
2783,157800,103900,64900,Cafe
2784,198500,103900,70000,Cafe
2785,186700,103900,73800,Cafe
2786,169300,103900,73500,Cafe
2787,124100,104000,72400,Cafe
2788,202300,103900,72600,Cafe
2789,99700,103900,66800,Cafe
2790,151700,103900,72800,Cafe
2791,114200,103900,66500,Cafe
2792,148400,103900,71000,Cafe
2793,174000,103900,71500,Cafe
2794,209100,103900,75500,Cafe
2795,187100,103900,66800,Cafe
2796,151600,103900,65400,Cafe
2797,170100,103900,71100,Cafe
2798,220800,103900,73900,Cafe
2799,195500,103900,75100,Cafe
2800,186600,104000,74400,Cafe
2801,153500,103900,68300,Cafe
2802,248300,103900,76200,Cafe
2803,173300,103900,74200,Cafe
2804,134000,103900,67100,Cafe
2805,162500,103900,71500,Cafe
2806,150300,103900,69100,Cafe
2807,178100,103900,75800,Cafe
2808,125500,103900,68400,Cafe
2809,167200,103900,67300,Cafe
2810,197700,103900,68600,Cafe
2811,162900,103900,74300,Cafe
2812,159500,103900,66100,Cafe
2813,193800,103900,70800,Cafe
2814,157400,103900,69600,Cafe
2815,157800,104000,68000,Cafe
2816,176300,103900,75900,Cafe
2817,118200,103900,67200,Cafe
2818,128600,103900,68400,Cafe
2819,125500,103900,69200,Cafe
2820,204000,103900,75300,Cafe
2821,181400,103900,66400,Cafe
2822,145200,103900,69700,Cafe
2823,196000,103900,71900,Cafe
2824,178300,103900,71800,Cafe
2825,166300,103900,71400,Cafe
2826,171300,104000,71500,Cafe
2827,168200,103900,66400,Cafe
2828,132600,103900,70400,Cafe
2829,201400,103900,70900,Cafe
2830,153600,103900,68100,Cafe
2831,147000,103900,67900,Cafe
2832,124200,103900,67800,Cafe
2833,188300,103900,68400,Cafe
2834,167400,103900,70600,Cafe
2835,90400,103900,68100,Cafe
2836,173800,103900,70400,Cafe
2837,197800,104000,72600,Cafe
2838,217400,103900,74900,Cafe
2839,123400,103900,66600,Cafe
2840,180400,103900,71800,Cafe
2841,146100,103900,66300,Cafe
2842,151900,103900,69400,Cafe
2843,188000,103900,67700,Cafe
2844,182200,103900,69400,Cafe
2845,227200,103900,73400,Cafe
2846,201000,103900,68700,Cafe
2847,192700,103900,68700,Cafe
2848,167700,103900,71900,Cafe
2849,189800,103900,74500,Cafe
2850,132300,103900,67900,Cafe
2851,198400,103900,74300,Cafe
2852,173000,103900,71700,Cafe
2853,172900,103900,67500,Cafe
2854,153200,103900,67000,Cafe
2855,150200,103900,72800,Cafe
2856,148500,103900,73200,Cafe
2857,139400,103900,70800,Cafe
2858,184000,103900,68600,Cafe
2859,193800,103900,71700,Cafe
2860,198400,103900,67700,Cafe
2861,163700,104000,70100,Cafe
2862,268800,103900,78500,Cafe
2863,180300,103900,68500,Cafe
2864,136800,103900,73900,Cafe
2865,111600,103900,70100,Cafe
2866,154800,103900,69100,Cafe
2867,155600,103900,70800,Cafe
2868,186500,104000,70400,Cafe
2869,167400,104000,67700,Cafe
2870,171400,103900,74200,Cafe
2871,154800,103900,65200,Cafe
2872,155300,103900,70300,Cafe
2873,162700,103900,70100,Cafe
2874,185900,103900,68600,Cafe
2875,255800,103900,72800,Cafe
2876,124500,103900,68800,Cafe
2877,120000,103900,68600,Cafe
2878,125800,103900,67000,Cafe
2879,150000,103900,73200,Cafe
2880,128600,103900,66400,Cafe
2881,137800,103900,72000,Cafe
2882,156800,103900,68400,Cafe
2883,250300,103900,72400,Cafe
2884,131300,103900,66400,Cafe
2885,59100,103900,67600,Cafe
2886,192300,103900,74700,Cafe
2887,197400,103900,75500,Cafe
2888,166900,103900,75300,Cafe
2889,155800,103900,67100,Cafe
2890,112200,103900,68900,Cafe
2891,153300,103900,68400,Cafe
2892,211100,103900,71300,Cafe
2893,119900,103900,66700,Cafe
2894,138200,103900,72000,Cafe
2895,172600,103900,72200,Cafe
2896,210500,103900,73900,Cafe
2897,177200,103900,66000,Cafe
2898,125100,103900,71800,Cafe
2899,160000,103900,66200,Cafe
2900,180200,103900,64100,Cafe
2901,122900,103900,68200,Cafe
2902,174900,104000,70900,Cafe
2903,221200,103900,68800,Cafe
2904,137800,103900,68700,Cafe
2905,162700,104000,74200,Cafe
2906,168100,104000,66000,Cafe
2907,172500,103900,73100,Cafe
2908,197400,103900,70800,Cafe
2909,138100,103900,65600,Cafe
2910,99400,103900,70100,Cafe
2911,149500,103900,69800,Cafe
2912,170700,103900,68700,Cafe
2913,152800,103900,68600,Cafe
2914,119300,103900,63500,Cafe
2915,140300,103900,71400,Cafe
2916,156600,104000,72900,Cafe
2917,141300,103900,62200,Cafe
2918,199000,104000,73700,Cafe
2919,145100,104000,68300,Cafe
2920,153700,103900,72100,Cafe
2921,109900,103900,61300,Cafe
2922,187000,103900,65500,Cafe
2923,120300,103900,67200,Cafe
2924,183300,103900,68800,Cafe
2925,214900,103900,73500,Cafe
2926,123400,103900,67700,Cafe
2927,177400,104000,75200,Cafe
2928,126100,103900,65800,Cafe
2929,152400,103900,71300,Cafe
2930,185900,103900,72600,Cafe
2931,191000,103900,72100,Cafe
2932,161900,103900,72700,Cafe
2933,179600,103900,75500,Cafe
2934,181100,103900,69200,Cafe
2935,173300,103900,69900,Cafe
2936,187200,103900,73500,Cafe
2937,201100,103900,67400,Cafe
2938,146700,103900,64100,Cafe
2939,184900,103900,70300,Cafe
2940,128800,103900,68900,Cafe
2941,109900,103900,66900,Cafe
2942,152700,103900,65800,Cafe
2943,215200,103900,76100,Cafe
2944,200400,103900,75500,Cafe
2945,105100,103900,61700,Cafe
2946,249500,104000,75800,Cafe
2947,144900,103900,69400,Cafe
2948,120500,103900,66200,Cafe
2949,150300,103900,67900,Cafe
2950,170200,103900,73900,Cafe
2951,212800,103900,64300,Cafe
2952,99500,103900,67600,Cafe
2953,164300,103900,69200,Cafe
2954,239000,103900,72000,Cafe
2955,214100,103900,71900,Cafe
2956,165200,103900,74400,Cafe
2957,183900,103900,70100,Cafe
2958,187400,103900,70300,Cafe
2959,182800,103900,72200,Cafe
2960,165000,103900,70900,Cafe
2961,140600,103900,67100,Cafe
2962,221700,104000,68700,Cafe
2963,167700,103900,66000,Cafe
2964,101700,103900,63300,Cafe
2965,150100,103900,70800,Cafe
2966,151400,103900,73100,Cafe
2967,219600,103900,73700,Cafe
2968,116900,103900,69900,Cafe
2969,169300,103900,69400,Cafe
2970,134900,103900,74500,Cafe
2971,120200,103900,63400,Cafe
2972,165100,103900,69800,Cafe
2973,183400,103900,70600,Cafe
2974,152300,103900,69000,Cafe
2975,137500,103900,71600,Cafe
2976,167000,103900,74900,Cafe
2977,167500,103900,66600,Cafe
2978,160800,103900,66500,Cafe
2979,145700,104000,65900,Cafe
2980,197800,103900,67600,Cafe
2981,106900,103900,64200,Cafe
2982,135000,103900,69700,Cafe
2983,256700,103900,77800,Cafe
2984,207900,103900,72400,Cafe
2985,130100,103900,69600,Cafe
2986,174500,103900,75600,Cafe
2987,213200,103900,71900,Cafe
2988,91000,103900,71200,Cafe
2989,156000,103900,66900,Cafe
2990,201000,103900,71800,Cafe
2991,161100,103900,71900,Cafe
2992,119400,103900,66900,Cafe
2993,179800,103900,73700,Cafe
2994,175200,103900,66500,Cafe
2995,168200,103900,71200,Cafe
2996,113900,103900,65000,Cafe
2997,137300,103900,70500,Cafe
2998,145500,103900,70700,Cafe
2999,98400,103900,68600,Cafe
3000,141700,103900,72100,Cafe
3001,216600,103900,80600,Cafe
3002,143800,103900,70000,Cafe
3003,141600,103900,74100,Cafe
3004,159100,104000,65700,Cafe
3005,226800,103900,70100,Cafe
3006,172600,103900,66300,Cafe
3007,103100,104000,70900,Cafe
3008,153900,103900,70300,Cafe
3009,136400,103900,71300,Cafe
3010,173600,103900,69600,Cafe
3011,122500,103900,65200,Cafe
3012,189200,103900,72000,Cafe
3013,152700,103900,71300,Cafe
3014,167100,103900,70200,Cafe
3015,164300,103900,66100,Cafe
3016,172800,103900,70400,Cafe
3017,124100,103900,67800,Cafe
3018,179600,103900,76000,Cafe
3019,191800,104000,71500,Cafe
3020,123500,103900,70000,Cafe
3021,164700,103900,73600,Cafe
3022,87500,103900,64200,Cafe
3023,181300,103900,74100,Cafe
3024,140200,103900,73800,Cafe
3025,171500,103900,70500,Cafe
3026,208500,103900,72400,Cafe
3027,200200,103900,73700,Cafe
3028,219300,103900,66900,Cafe
3029,157300,103900,70100,Cafe
3030,163000,103900,67400,Cafe
3031,174000,103900,70500,Cafe
3032,95400,104000,68300,Cafe
3033,138100,103900,69600,Cafe
3034,191100,103900,70200,Cafe
3035,198500,103900,67100,Cafe
3036,111900,103900,69400,Cafe
3037,167900,103900,71800,Cafe
3038,166900,103900,70000,Cafe
3039,200700,103900,72400,Cafe
3040,176000,104000,68800,Cafe
3041,204300,103900,72800,Cafe
3042,164600,103900,69700,Cafe
3043,150100,103900,67300,Cafe
3044,171700,103900,67500,Cafe
3045,155200,103900,68200,Cafe
3046,208300,104000,70200,Cafe
3047,172000,103900,68200,Cafe
3048,143900,103900,67100,Cafe
3049,175500,103900,69700,Cafe
3050,182700,103900,67200,Cafe
3051,198900,103900,72400,Cafe
3052,136400,103900,72600,Cafe
3053,149700,103900,68900,Cafe
3054,111200,103900,70400,Cafe
3055,157700,103900,67700,Cafe
3056,113200,103900,62300,Cafe
3057,174300,103900,70000,Cafe
3058,177400,103900,68000,Cafe
3059,130000,103900,70200,Cafe
3060,127900,103900,70800,Cafe
3061,196000,103900,70600,Cafe
3062,208200,103900,71200,Cafe
3063,94600,103900,63300,Cafe
3064,193900,103900,67700,Cafe
3065,173600,103900,72500,Cafe
3066,208200,103900,71200,Cafe
3067,116800,104000,67900,Cafe
3068,144400,103900,76500,Cafe
3069,116200,103900,65800,Cafe
3070,156000,103900,70900,Cafe
3071,208600,103900,73200,Cafe
3072,161100,104000,71000,Cafe
3073,123500,103900,68200,Cafe
3074,123000,103900,65000,Cafe
3075,133600,103900,69500,Cafe
3076,156300,104000,60800,Cafe
3077,192700,103900,71200,Cafe
3078,194400,103900,73100,Cafe
3079,186400,103900,67100,Cafe
3080,80600,103900,66100,Cafe
3081,162100,103900,68700,Cafe
3082,118300,103900,68000,Cafe
3083,93500,103900,65700,Cafe
3084,134900,103900,72000,Cafe
3085,182500,103900,69100,Cafe
3086,129500,103900,64800,Cafe
3087,150600,103900,65800,Cafe
3088,252800,103900,68000,Cafe
3089,132800,103900,64700,Cafe
3090,142000,103900,65500,Cafe
3091,162200,104000,71000,Cafe
3092,216700,103900,76200,Cafe
3093,185700,103900,76400,Cafe
3094,128400,103900,63900,Cafe
3095,128400,103900,69900,Cafe
3096,89200,103900,67800,Cafe
3097,99000,103900,69300,Cafe
3098,167300,103900,74900,Cafe
3099,165000,104000,68000,Cafe
3100,114800,104000,63200,Cafe
3101,185800,103900,73600,Cafe
3102,190400,103900,68600,Cafe
3103,151700,103900,68300,Cafe
3104,187100,103900,72600,Cafe
3105,158600,103900,74100,Cafe
3106,187500,103900,72400,Cafe
3107,157000,103900,71000,Cafe
3108,189200,103900,68200,Cafe
3109,129300,103900,70500,Cafe
3110,182300,103900,70200,Cafe
3111,175200,103900,71500,Cafe
3112,222800,103900,75400,Cafe
3113,198100,103900,68300,Cafe
3114,144900,103900,71500,Cafe
3115,198600,103900,69500,Cafe
3116,162400,104000,65400,Cafe
3117,200800,103900,73200,Cafe
3118,125200,103900,69000,Cafe
3119,181400,103900,68100,Cafe
3120,162000,103900,71800,Cafe
3121,188300,103900,70500,Cafe
3122,125300,103900,65900,Cafe
3123,155200,103900,73400,Cafe
3124,162500,103900,67400,Cafe
3125,167700,104000,70400,Cafe
3126,175600,103900,69600,Cafe
3127,173400,103900,69800,Cafe
3128,215800,103900,73500,Cafe
3129,135100,103900,67800,Cafe
3130,189700,103900,70300,Cafe
3131,202500,103900,71600,Cafe
3132,153000,103900,68100,Cafe
3133,146800,103900,64200,Cafe
3134,150100,103900,72200,Cafe
3135,156800,104000,68100,Cafe
3136,178300,103900,69500,Cafe
3137,97400,103900,70400,Cafe
3138,191200,103900,67400,Cafe
3139,214800,103900,69400,Cafe
3140,154500,103900,67800,Cafe
3141,173800,103900,68200,Cafe
3142,156100,104000,69100,Cafe
3143,149400,103900,66500,Cafe
3144,209400,103900,71700,Cafe
3145,174000,104000,67000,Cafe
3146,137100,103900,66900,Cafe
3147,156100,103900,73200,Cafe
3148,174400,103900,69300,Cafe
3149,121200,104000,70600,Cafe
3150,141400,103900,71900,Cafe
3151,132300,103900,72800,Cafe
3152,137400,103900,68100,Cafe
3153,185300,104000,69500,Cafe
3154,179200,103900,70700,Cafe
3155,241300,103900,77300,Cafe
3156,142800,104000,68900,Cafe
3157,144600,104000,65300,Cafe
3158,155700,103900,71300,Cafe
3159,143700,103900,70500,Cafe
3160,164100,103900,64300,Cafe
3161,161900,103900,70700,Cafe
3162,176300,103900,73200,Cafe
3163,193100,103900,71200,Cafe
3164,126000,103900,67600,Cafe
3165,130400,103900,67700,Cafe
3166,194000,103900,68300,Cafe
3167,163300,103900,71000,Cafe
3168,142500,103900,63600,Cafe
3169,199500,103900,74800,Cafe
3170,199900,103900,75400,Cafe
3171,121600,104000,64500,Cafe
3172,166700,103900,64800,Cafe
3173,130500,103900,66300,Cafe
3174,147900,103900,74100,Cafe
3175,138600,103900,62500,Cafe
3176,166300,103900,72500,Cafe
3177,201000,103900,72900,Cafe
3178,178900,103900,71200,Cafe
3179,130900,103900,71900,Cafe
3180,177800,103900,70600,Cafe
3181,198200,103900,71800,Cafe
3182,128200,103900,69000,Cafe
3183,198900,103900,70700,Cafe
3184,214200,103900,73900,Cafe
3185,171300,104000,68300,Cafe
3186,201000,103900,65300,Cafe
3187,102800,103900,65400,Cafe
3188,181700,103900,72800,Cafe
3189,143200,103900,69100,Cafe
3190,163600,103900,70300,Cafe
3191,113500,103900,66600,Cafe
3192,170400,104000,73000,Cafe
3193,135500,103900,71100,Cafe
3194,201200,103900,72500,Cafe
3195,125800,103900,68600,Cafe
3196,144000,104000,70400,Cafe
3197,173300,103900,75500,Cafe
3198,174600,103900,75400,Cafe
3199,176300,104000,74500,Cafe
3200,138100,103900,68400,Cafe
3201,191500,103900,72900,Cafe
3202,205100,103900,75100,Cafe
3203,144700,103900,68000,Cafe
3204,123900,103900,66700,Cafe
3205,180800,103900,74700,Cafe
3206,148800,103900,68400,Cafe
3207,177400,103900,69500,Cafe
3208,99500,103900,67500,Cafe
3209,226600,103900,67500,Cafe
3210,151900,103900,71900,Cafe
3211,154700,103900,73900,Cafe
3212,136800,103900,70500,Cafe
3213,130100,103900,66900,Cafe
3214,163800,103900,72500,Cafe
3215,152000,103900,64300,Cafe
3216,159600,103900,72000,Cafe
3217,187800,103900,74200,Cafe
3218,133300,104000,67500,Cafe
3219,182800,103900,72200,Cafe
3220,146900,103900,66700,Cafe
3221,183000,103900,72500,Cafe
3222,188100,103900,72900,Cafe
3223,156400,103900,67300,Cafe
3224,142400,103900,67900,Cafe
3225,139600,103900,70400,Cafe
3226,223200,103900,70700,Cafe
3227,112500,103900,69400,Cafe
3228,151900,103900,70500,Cafe
3229,173900,103900,76100,Cafe
3230,132100,103900,70300,Cafe
3231,174200,103900,71600,Cafe
3232,128300,103900,68100,Cafe
3233,207200,103900,70300,Cafe
3234,132000,103900,63400,Cafe
3235,175100,104000,68900,Cafe
3236,113400,103900,67100,Cafe
3237,154800,103900,68200,Cafe
3238,132000,103900,71000,Cafe
3239,152900,103900,69100,Cafe
3240,203300,103900,70000,Cafe
3241,210100,103900,68700,Cafe
3242,194300,103900,68600,Cafe
3243,236600,103900,69700,Cafe
3244,110500,103900,69000,Cafe
3245,128300,103900,74600,Cafe
3246,152800,103900,73700,Cafe
3247,170400,103900,68200,Cafe
3248,129000,104000,65400,Cafe
3249,196400,103900,72300,Cafe
3250,145400,104000,69100,Cafe
3251,120900,104000,69900,Cafe
3252,240700,103900,73900,Cafe
3253,165900,103900,72600,Cafe
3254,177000,103900,70300,Cafe
3255,173600,104000,67900,Cafe
3256,216700,103900,73900,Cafe
3257,159600,103900,63900,Cafe
3258,199300,103900,72300,Cafe
3259,155300,103900,71500,Cafe
3260,187500,103900,70500,Cafe
3261,135300,103900,63100,Cafe
3262,153000,103900,70800,Cafe
3263,164700,103900,72100,Cafe
3264,212200,103900,71800,Cafe
3265,173600,103900,67000,Cafe
3266,183200,103900,65100,Cafe
3267,170300,103900,65800,Cafe
3268,128800,103900,65100,Cafe
3269,193900,103900,65700,Cafe
3270,210000,103900,75300,Cafe
3271,187900,103900,65900,Cafe
3272,150100,103900,68100,Cafe
3273,171300,103900,69600,Cafe
3274,178300,103900,73000,Cafe
3275,232700,103900,73700,Cafe
3276,164000,103900,68800,Cafe
3277,142900,103900,67600,Cafe
